Name	URL	Author	Price	Number of Ratings	Average Rating
Emoji Easter Coloring Book: of Easter Egg Coloring, Cute Animals, Easter Emojis &amp; Funny Bunny Jokes! Easter Bunny Coloring Activity Book, Easter Basket Stuffer for Boys, Girls, Teens &amp; Adults!	https://www.amazon.com/Emoji-Easter-Coloring-Book-Activity/dp/198573060X?_encoding=UTF8&psc=1	Nyx Spectrum	$6.85	Not Available	Not Available
You Are a Badass: How to Stop Doubting Your Greatness and Start Living an Awesome Life	https://www.amazon.com/You-Are-Badass-Doubting-Greatness/dp/0762447699?_encoding=UTF8&psc=1	Jen Sincero	$9.89	3,365	4.6 out of 5 stars
First 100 Words	https://www.amazon.com/First-100-Words-Roger-Priddy/dp/0312510780?_encoding=UTF8&psc=1	Roger Priddy	$4.34	7,811	4.6 out of 5 stars
Happy Easter, Little Critter (Little Critter) (Look-Look)	https://www.amazon.com/Happy-Easter-Little-Critter-Look-Look/dp/0307117235?_encoding=UTF8&psc=1	Mercer Mayer	$3.78	105	4.5 out of 5 stars
Where Are Baby's Easter Eggs?: A Lift-the-Flap Book	https://www.amazon.com/Where-Babys-Easter-Lift-Flap/dp/1416949240?_encoding=UTF8&psc=1	Karen Katz	$6.99	177	4.6 out of 5 stars
Giraffes Can't Dance	https://www.amazon.com/Giraffes-Cant-Dance-Giles-Andreae/dp/0545392551?_encoding=UTF8&psc=1	Giles Andreae	$5.06	3,833	4.7 out of 5 stars
The 5 Love Languages: The Secret to Love that Lasts	https://www.amazon.com/Love-Languages-Secret-that-Lasts/dp/080241270X?_encoding=UTF8&psc=1	Gary Chapman	$9.59	12,704	4.8 out of 5 stars
World of Warcraft Chronicle Volume 3	https://www.amazon.com/World-Warcraft-Chronicle-BLIZZARD-ENTERTAINMENT/dp/1616558474?_encoding=UTF8&psc=1	Not Available	$27.59	2	5.0 out of 5 stars
Girl, Wash Your Face: Stop Believing the Lies About Who You Are so You Can Become Who You Were Meant to Be	https://www.amazon.com/Girl-Wash-Your-Face-Believing/dp/1400201659?_encoding=UTF8&psc=1	Rachel Hollis	$13.83	1,134	4.9 out of 5 stars
Wonder	https://www.amazon.com/Wonder-R-J-Palacio/dp/0375869026?_encoding=UTF8&psc=1	R. J. Palacio	$10.19	12,615	4.9 out of 5 stars
Dear Zoo: A Lift-the-Flap Book	https://www.amazon.com/Dear-Zoo-Lift-Flap-Book/dp/141694737X?_encoding=UTF8&psc=1	Rod Campbell	$4.71	2,569	4.8 out of 5 stars
My First Easter	https://www.amazon.com/My-First-Easter-Tomie-dePaola/dp/0448447908?_encoding=UTF8&psc=1	Tomie dePaola	$5.99	81	4.1 out of 5 stars
Name	URL	Author	Price	Number of Ratings	Average Rating
Player's Handbook (Dungeons &amp; Dragons)	https://www.amazon.com/Players-Handbook-Dungeons-Dragons-Wizards/dp/0786965606?_encoding=UTF8&psc=1	Wizards RPG Team	$27.27	2,506	4.6 out of 5 stars
Food: What the Heck Should I Eat?	https://www.amazon.com/Food-What-Heck-Should-Eat/dp/0316338869?_encoding=UTF8&psc=1	Mark Hyman M.D.	$16.80	185	4.6 out of 5 stars
The Very Hungry Caterpillar	https://www.amazon.com/Very-Hungry-Caterpillar-Eric-Carle/dp/0399226907?_encoding=UTF8&psc=1	Eric Carle	$6.61	3,422	4.6 out of 5 stars
Goodnight Moon	https://www.amazon.com/Goodnight-Moon-Margaret-Wise-Brown/dp/0694003611?_encoding=UTF8&psc=1	Margaret Wise Brown	$5.93	3,173	4.7 out of 5 stars
The Great Easter Race! (Sesame Street Scribbles)	https://www.amazon.com/Great-Easter-Sesame-Street-Scribbles/dp/1492638374?_encoding=UTF8&psc=1	Not Available	$6.10	9	5.0 out of 5 stars
Milk and Honey	https://www.amazon.com/Milk-Honey-Rupi-Kaur/dp/144947425X?_encoding=UTF8&psc=1	Rupi Kaur	$8.99	5,372	4.6 out of 5 stars
There Was an Old Lady Who Swallowed a Chick!	https://www.amazon.com/There-Was-Lady-Swallowed-Chick/dp/0545161819?_encoding=UTF8&psc=1	Lucille Colandro	$4.99	63	4.8 out of 5 stars
Marlon Bundo's Day in the Life of the Vice President	https://www.amazon.com/Marlon-Bundos-Life-Vice-President/dp/1621577767?_encoding=UTF8&psc=1	Charlotte Pence	$12.42	283	4.6 out of 5 stars
The Wonderful Things You Will Be	https://www.amazon.com/Wonderful-Things-You-Will-Be/dp/0385376715?_encoding=UTF8&psc=1	Emily Winfield Martin	$12.19	1,449	4.8 out of 5 stars
The Whole30: The 30-Day Guide to Total Health and Food Freedom	https://www.amazon.com/Whole30-30-Day-Guide-Health-Freedom/dp/0544609719?_encoding=UTF8&psc=1	Melissa Hartwig	$18.00	3,197	4.6 out of 5 stars
Big Preschool Workbook	https://www.amazon.com/Preschool-Workbook-School-Zone-Staff/dp/0887431453?_encoding=UTF8&psc=1	School Zone Staff	$7.49	707	4.7 out of 5 stars
Faith: A Journey For All	https://www.amazon.com/Faith-Journey-All-Jimmy-Carter/dp/1501184415?_encoding=UTF8&psc=1	Jimmy Carter	$18.18	1	5.0 out of 5 stars
Am I There Yet?: The Loop-de-loop, Zigzagging Journey to Adulthood	https://www.amazon.com/There-Yet-Loop-loop-Zigzagging/dp/1524761435?_encoding=UTF8&psc=1	Mari Andrew	$13.37	3	5.0 out of 5 stars
Before We Were Yours: A Novel	https://www.amazon.com/Before-We-Were-Yours-Novel/dp/0425284689?_encoding=UTF8&psc=1	Lisa Wingate	$15.60	5,929	4.7 out of 5 stars
God Gave Us Easter	https://www.amazon.com/Gave-Easter-Lisa-Tawn-Bergren/dp/0307730727?_encoding=UTF8&psc=1	Lisa Tawn Bergren	$8.65	255	4.6 out of 5 stars
How to Win Friends &amp; Influence People	https://www.amazon.com/How-Win-Friends-Influence-People/dp/0671027034?_encoding=UTF8&psc=1	Dale Carnegie	$9.60	8,050	4.7 out of 5 stars
Peppa's Easter Egg Hunt (Peppa Pig)	https://www.amazon.com/Peppas-Easter-Egg-Hunt-Peppa/dp/0545881307?_encoding=UTF8&psc=1	Not Available	$3.99	187	4.8 out of 5 stars
Count on the Easter Pups! (PAW Patrol)	https://www.amazon.com/Count-Easter-Pups-PAW-Patrol/dp/1524768723?_encoding=UTF8&psc=1	Random House	$6.28	4	5.0 out of 5 stars
The Four Agreements: A Practical Guide to Personal Freedom (A Toltec Wisdom Book)	https://www.amazon.com/Four-Agreements-Practical-Personal-Freedom/dp/1878424319?_encoding=UTF8&psc=1	Don Miguel Ruiz	$8.86	6,916	4.6 out of 5 stars
The Complete Ketogenic Diet for Beginners: Your Essential Guide to Living the Keto Lifestyle	https://www.amazon.com/Complete-Ketogenic-Diet-Beginners-Essential/dp/1623158087?_encoding=UTF8&psc=1	Amy Ramos	$9.17	692	4.2 out of 5 stars
Name	URL	Author	Price	Number of Ratings	Average Rating
Fancy Nancy and the Missing Easter Bunny	https://www.amazon.com/Fancy-Nancy-Missing-Easter-Bunny/dp/0062377922?_encoding=UTF8&psc=1	Not Available	$3.91	17	4.3 out of 5 stars
The Pout-Pout Fish	https://www.amazon.com/Pout-Pout-Fish-Deborah-Diesen/dp/0374360979?_encoding=UTF8&psc=1	Deborah Diesen	$5.79	2,284	4.8 out of 5 stars
Baby Touch and Feel: Animals	https://www.amazon.com/Baby-Touch-Feel-Animals-DK/dp/0756634687?_encoding=UTF8&psc=1	DK	$4.19	1,624	4.5 out of 5 stars
Pinkalicious: Eggstraordinary Easter	https://www.amazon.com/Pinkalicious-Eggstraordinary-Easter-Victoria-Kann/dp/0062187724?_encoding=UTF8&psc=1	Victoria Kann	$4.74	93	4.7 out of 5 stars
Simon vs. the Homo Sapiens Agenda	https://www.amazon.com/Simon-vs-Homo-Sapiens-Agenda/dp/006234868X?_encoding=UTF8&psc=1	Becky Albertalli	$6.69	807	4.7 out of 5 stars
The Sun and Her Flowers	https://www.amazon.com/Sun-Her-Flowers-Rupi-Kaur/dp/1449486797?_encoding=UTF8&psc=1	Rupi Kaur	$10.19	672	4.6 out of 5 stars
The Great Alone: A Novel	https://www.amazon.com/Great-Alone-Novel-Kristin-Hannah/dp/0312577230?_encoding=UTF8&psc=1	Kristin Hannah	$17.39	1,592	4.6 out of 5 stars
Children of Blood and Bone (Legacy of Orisha)	https://www.amazon.com/Children-Blood-Bone-Legacy-Orisha/dp/1250170974?_encoding=UTF8&psc=1	Tomi Adeyemi	$11.56	214	4.7 out of 5 stars
Fun with Hand Shadows (Dover Children's Activity Books)	https://www.amazon.com/Shadows-Dover-Childrens-Activity-Books/dp/0486291766?_encoding=UTF8&psc=1	Not Available	$1.78	186	4.4 out of 5 stars
I've Loved You Since Forever	https://www.amazon.com/Ive-Loved-You-Since-Forever/dp/0062841742?_encoding=UTF8&psc=1	Hoda Kotb	$13.28	72	4.6 out of 5 stars
The Berenstain Bears' Easter Sunday (Berenstain Bears/Living Lights)	https://www.amazon.com/Berenstain-Easter-Sunday-Living-Lights/dp/0310749026?_encoding=UTF8&psc=1	Mike Berenstain	$3.99	64	4.4 out of 5 stars
Where Do Diggers Sleep at Night?	https://www.amazon.com/Where-Do-Diggers-Sleep-Night/dp/0385374151?_encoding=UTF8&psc=1	Brianna Caplan Sayres	$5.26	1,265	4.8 out of 5 stars
Brown Bear, Brown Bear, What Do You See?	https://www.amazon.com/Brown-Bear-What-You-See/dp/0805047905?_encoding=UTF8&psc=1	Not Available	$6.08	2,678	4.8 out of 5 stars
Dog Man: From the Creator of Captain Underpants (Dog Man #1)	https://www.amazon.com/Dog-Man-Creator-Captain-Underpants/dp/0545581605?_encoding=UTF8&psc=1	Dav Pilkey	$6.08	357	4.7 out of 5 stars
Easter Basket Stuffers for Kids: Word Search Easter Gifts for Boys and Girls	https://www.amazon.com/Easter-Basket-Stuffers-Kids-Search/dp/1986305465?_encoding=UTF8&psc=1	Not Available	$6.76	9	4.8 out of 5 stars
Bob Honey Who Just Do Stuff: A Novel	https://www.amazon.com/Bob-Honey-Who-Just-Stuff/dp/1501189042?_encoding=UTF8&psc=1	Not Available	$18.59	15	2.7 out of 5 stars
Killing the Deep State: The Fight to Save President Trump	https://www.amazon.com/Killing-Deep-State-Fight-President/dp/1630061026?_encoding=UTF8&psc=1	Not Available	$17.99	330	4.8 out of 5 stars
Beneath a Scarlet Sky: A Novel	https://www.amazon.com/Beneath-Scarlet-Sky-Mark-Sullivan/dp/1503943372?_encoding=UTF8&psc=1	Mark Sullivan	$8.63	17,037	4.8 out of 5 stars
The Read-Aloud Family: Making Meaningful and Lasting Connections with Your Kids	https://www.amazon.com/Read-Aloud-Family-Meaningful-Lasting-Connections/dp/0310350328?_encoding=UTF8&psc=1	Sarah Mackenzie	$14.55	91	4.9 out of 5 stars
The Plant Paradox: The Hidden Dangers in "Healthy" Foods That Cause Disease and Weight Gain	https://www.amazon.com/Plant-Paradox-Dangers-Healthy-Disease/dp/006242713X?_encoding=UTF8&psc=1	Not Available	$16.79	1,253	4.5 out of 5 stars
Name	URL	Author	Price	Number of Ratings	Average Rating
Potty (Leslie Patricelli board books)	https://www.amazon.com/Potty-Leslie-Patricelli-board-books/dp/0763644765?_encoding=UTF8&psc=1	Leslie Patricelli	$4.00	2,975	4.6 out of 5 stars
Principles: Life and Work	https://www.amazon.com/Principles-Life-Work-Ray-Dalio/dp/1501124021?_encoding=UTF8&psc=1	Ray Dalio	$18.00	460	4.4 out of 5 stars
Dog Man Unleashed: From the Creator of Captain Underpants (Dog Man #2)	https://www.amazon.com/Dog-Man-Unleashed-Creator-Underpants/dp/0545935202?_encoding=UTF8&psc=1	Dav Pilkey	$7.99	416	4.8 out of 5 stars
American Pravda: My Fight for Truth in the Era of Fake News	https://www.amazon.com/American-Pravda-Fight-Truth-Fake/dp/1250154642?_encoding=UTF8&psc=1	James O'Keefe	$17.70	111	4.7 out of 5 stars
I've Been Thinking . . .: Reflections, Prayers, and Meditations for a Meaningful Life	https://www.amazon.com/Ive-Been-Thinking-Reflections-Meditations/dp/0525522603?_encoding=UTF8&psc=1	Maria Shriver	$11.99	167	4.9 out of 5 stars
Lettering and Modern Calligraphy: A Beginner's Guide: Learn Hand Lettering and Brush Lettering	https://www.amazon.com/Lettering-Modern-Calligraphy-Beginners-Guide/dp/1948209004?_encoding=UTF8&psc=1	Not Available	$6.97	162	4.5 out of 5 stars
Discovery Kids Dinosaurs Rumble Sound Book (Discovery 10 Button)	https://www.amazon.com/Discovery-Dinosaurs-Rumble-Sound-Button/dp/144548479X?_encoding=UTF8&psc=1	Parragon Books	$7.91	668	4.3 out of 5 stars
The Bad Guys in Alien vs Bad Guys (The Bad Guys #6)	https://www.amazon.com/Bad-Guys-Alien/dp/133818959X?_encoding=UTF8&psc=1	Aaron Blabey	$5.08	1	5.0 out of 5 stars
30 Minute Seder: The Haggadah That Blends Brevity With Tradition	https://www.amazon.com/30-Minute-Seder-Haggadah-Tradition/dp/097912560X?_encoding=UTF8&psc=1	Robert Kopman	$6.95	93	4.4 out of 5 stars
Laugh-Out-Loud Jokes for Kids	https://www.amazon.com/Laugh-Out-Loud-Jokes-Kids-Rob-Elliott/dp/0800788036?_encoding=UTF8&psc=1	Rob Elliott	$3.19	4,286	4.5 out of 5 stars
Pete the Cat: Pete at the Beach (My First I Can Read)	https://www.amazon.com/Pete-Cat-Beach-First-Read/dp/0062110721?_encoding=UTF8&psc=1	James Dean	$2.81	563	4.7 out of 5 stars
What to Expect When You're Expecting	https://www.amazon.com/What-Expect-When-Youre-Expecting/dp/0761187480?_encoding=UTF8&psc=1	Heidi Murkoff	$14.36	4,131	4.4 out of 5 stars
I'll Be Gone in the Dark: One Woman's Obsessive Search for the Golden State Killer	https://www.amazon.com/Ill-Be-Gone-Dark-Obsessive/dp/0062319787?_encoding=UTF8&psc=1	Michelle McNamara	$16.79	173	4.6 out of 5 stars
Educated: A Memoir	https://www.amazon.com/Educated-Memoir-Tara-Westover/dp/0399590501?_encoding=UTF8&psc=1	Tara Westover	$16.80	469	4.7 out of 5 stars
The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change	https://www.amazon.com/Habits-Highly-Effective-People-Powerful/dp/1451639619?_encoding=UTF8&psc=1	Stephen R. Covey	$10.25	4,991	4.5 out of 5 stars
Love You Forever	https://www.amazon.com/Love-You-Forever-Robert-Munsch/dp/0920668372?_encoding=UTF8&psc=1	Robert Munsch	$5.65	6,365	4.8 out of 5 stars
Astrophysics for People in a Hurry	https://www.amazon.com/Astrophysics-People-Hurry-deGrasse-Tyson/dp/0393609391?_encoding=UTF8&psc=1	Neil deGrasse Tyson	$11.37	2,597	4.6 out of 5 stars
Dog Man: A Tale of Two Kitties: From the Creator of Captain Underpants (Dog Man #3)	https://www.amazon.com/Dog-Man-Kitties-Creator-Underpants/dp/0545935210?_encoding=UTF8&psc=1	Dav Pilkey	$6.08	411	4.8 out of 5 stars
The Instant Pot Electric Pressure Cooker Cookbook: Easy Recipes for Fast &amp; Healthy Meals	https://www.amazon.com/Instant-Electric-Pressure-Cooker-Cookbook/dp/1623156122?_encoding=UTF8&psc=1	Laurel Randolph	$7.19	2,243	4.1 out of 5 stars
Guess How Much I Love You	https://www.amazon.com/Guess-How-Much-Love-You/dp/0763642649?_encoding=UTF8&psc=1	Sam McBratney	$5.49	2,036	4.7 out of 5 stars
